artist,title,track_no,track_no_source,unknown,from_cd_artist,from_cd_title,mix_id,mix_name
Shalamar,Take that to the bank,60132102,T02: 05 (60144807),0.0,Dance classics 3&4,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
"Jacksons, the",Can you feel it,60132103,T01: 04 (60121007),0.0,"Nights in heaven, the party anthems",V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
Firefly,Love is gonna be on your side,60132104,T03: 09 (60121306),0.0,Grand 12 inches 9,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
Pointer sisters,Automatic,60132105,T02: 02 (60121707),0.0,12 inch 80s grooves,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
"Howard, austin",I'm the one who really loves you (remix),60132106,T07 (60121713),0.0,"Hit factory featuring stock aitken waterman, the",V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
Nu rhythmix,Babylon into a groove (alex romano rework mix),60132107,T02 (vinyl),0.0,Nu rhythmix,Babylon into a groove,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
"Lites, shirley","Heat you up, melt you down",60132108,T01: 08 (60111204),0.0,Grand 12 inches 8,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
"Ford, penny",Dangerous,60132109,T01: 05 (60111406),0.0,Dance classics 53 & 54,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
"Smith, frankie",Double dutch bus,60132110,T04: 09 (60111501),0.0,Grand 12 inches 8,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
Loose ends,"Hangin on a string, contemplating",60132111,T02: 04 (60111804),0.0,Grand 12 inches 8,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
Shakatak,"Maniac & sister cool, mr",60132112,T03: 05 (60112513),0.0,Grand 12 inches 7,V,Z1321,"Car CD 30. Best of commercial & house from set 10,11,12"
Ry x,Body sun (claptone mix),60132201,T01,1.0,Ry x,Body sun (claptone mix) (single),ZZ1322,Best of dnc 06
Scott grooves,Expansions (& roy ayers) (joe clausell simplamental mix),60132202,T01,1.0,Scott grooves,Expansions (& roy ayers) (joe clausell simplamental mix),ZZ1322,Best of dnc 06
Vintage culture & woo2tech,Fitc,60132203,T03,1.0,Vintage culture & woo2tech,Sometimes (single),ZZ1322,Best of dnc 06
Claptone,Wildside (sidney charles mix),60132204,T02,1.0,Claptone,Fantast remixes pt 5 (ep),ZZ1322,Best of dnc 06
"Letyago, anfisa",So good (original mix),60132205,T01,1.0,"Letyago, anfisa",So good (single),ZZ1322,Best of dnc 06
Malandra jr,Magnetik,60132206,T01,1.0,Malandra jr,Magnetik (ep),ZZ1322,Best of dnc 06
Secondcity,All these things that pt 4,60132207,T01,1.0,Secondcity,All these things that pt 4 (single),ZZ1322,Best of dnc 06
Sleep d,Magic arpet ride,60132208,T01,1.0,Butter sessions vol 2 (single),V,ZZ1322,Best of dnc 06
Dan white,"Hammer, the (think mix)",60132209,T01,1.0,Dan white,Off bluff (single),ZZ1322,Best of dnc 06
"Simmonds, chris",I changed my mind,60132210,T01,1.0,"Simmonds, chris",I changed my mind (single),ZZ1322,Best of dnc 06
Sleep d,Bush snake,60132301,T01,1.0,Sleep d,"Jackal pt 2, the (single)",ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Alex dolby,"Raw road, carlo lio mix (& santos) (single)",60132302,T01,1.0,Alex dolby,"Raw road, carlo lio mix (& santos) (single)",ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Paneoh,Punto des control (take 2),60132303,T03: 04,0.0,"Digweed, john, live in cordoba",V,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
"Nelson, bill",Acceleration (dub),60132304,T09,0.0,"Nelson, bill",Chimera,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
"Huntemann, oliver",Schatten,60132305,T02: 02,0.0,"Global underground 40, solomun",V,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Paneoh,Punto des control,60132306,T01: 10 (trk 60112401 1:10 - 4:51),0.0,"Digweed, john, live in cordoba",V,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
2 fingers,Fools rhythm,60132307,T01: 01,0.0,Ninja tune xx 1,V,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Pherox & ft lee curtiss,Black copy,60132308,T01: 13 (trk 60112607 0 - 4:10),0.0,Balance 025,V,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Tiesto,10 seconds before sunrise,60132309,T01: 02,0.0,Tiesto,"Elements of life, special edition",ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Instramental,No future,60132310,T20 (trk 60113503 5:45 - 10:30),0.0,Fabriclive 50,V,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Simple minds,Up on the catwalk,60132311,T01: 13,0.0,Simple minds,Celebrate,ZZ1323,Best of dnc 07. End of set of best of set 10 & a few more from future singles purchases etc.
Dzihan & kamien,Homebase,60132401,T04,0.0,Cafe del mar 6 (seis),V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Afterlife,Dub in ya mind,60132402,T02,0.0,Cafe del mar 6 (seis),V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Baul dimension,Lake palace,60132403,T01: 13,0.0,"Buddha bar 2, spirit of, siddharta",V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Vangelis,Love theme (ambient mix 2) (& gutbrod),60132404,T01: 11,0.0,Real ibiza 5,V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Ratnabati,Breeze,60132405,T01: 03,0.0,"Buddha bar 2, spirit of, siddharta",V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Afterlife,Like prana,60132406,T01: 04,0.0,Afterlife,Speck of gold,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
"Ingrosso, vito",Pretend,60132407,T02: 05,0.0,"Buddha bar 2, spirit of, siddharta",V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Banzai republic,Love throughout the world (& natacha atlas),60132408,T02: 02,0.0,Zen connection 3,V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Quoyle,Heavy,60132409,T01: 01,0.0,Evolutionary vibes 2,V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Quicksound,Cold winter,60132410,T01: 12,0.0,Buddha bar 6,V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Rae & christian,All I ask (& veba),60132411,T06,0.0,Rae & christian,Northern sulphuric soul,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Dao,Moody moon no 5,60132412,T08,0.0,Dao,Soham,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Groove armada,At the river (original mix),60132413,T05,1.0,Groove armada,"At the river (single, maxi)",ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
"Cummings, stephen",Melancholy hour,60132414,T06,0.0,"Cummings, stephen","New kind of blue, a",ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
"Eno, roger",Through the blue,60132415,T01,0.0,"Eno, roger",Voices,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
"Schubert, franz",Piano trio in e flat opus 100 2nd movement (film adaption),60132416,T18,0.0,"Lyndon, barry ost",V,ZZZ1324,Alternately labelled superchilled 2 Copy of 1182 with 3 tracks chamged The new 'inevitable end' CDR.
Lovebirds,Modernstalking,60132501,T02: 12,0.0,Serve chilled 2007,V,ZZ1325,Alternately labelled supermodified dance 2
Ceelo green,Bright lights bigger city,60132502,T02,0.0,Ceelo green,"Lady killer, the",ZZ1325,Alternately labelled supermodified dance 2
Moshic,Nightstalker (& zidan),60132503,T01: 04,0.0,"Nocturnal frequencies 03, danny howells",V,ZZ1325,Alternately labelled supermodified dance 2
Powder productions,Chilli sauce 99,60132504,T10,0.0,"Summer breeze, glasgow underground presents, kevin mckay",V,ZZ1325,Alternately labelled supermodified dance 2
Photek,Mine to give (& robert owens) (david morales happy mix),60132505,T02,1.0,Photek,Mine to give (& robert owens) (cd maxi single),ZZ1325,Alternately labelled supermodified dance 2
"Wilkie, ian",Twin town (& vs timo maas),60132506,T02: 02 (edit last 2:46 only),0.0,"Music for the maases, timo maas presents",V,ZZ1325,Alternately labelled supermodified dance 2
Balance 014,T01: 09,60132507,T01: 09 (last 2:19 only),0.0,Balance 014,V,ZZ1325,Alternately labelled supermodified dance 2
Royksopp,This must be it,60132508,T04,0.0,Royksopp,Junior,ZZ1325,Alternately labelled supermodified dance 2
"Kowalski, alexander",She's worth it (& ft joris voorn),60132509,T02: 01 (60084904 0:00 - 4:53),0.0,Balance 011,V,ZZ1325,Alternately labelled supermodified dance 2
Delgui,Highlights,60132510,T01: 08 (60085503B 17:30 to end),0.0,Balance 011,V,ZZ1325,Alternately labelled supermodified dance 2
"Holmes, david",69 police,60132511,T01: 14 (60084503 5:00 - 10:40),0.0,Balance 011,V,ZZ1325,Alternately labelled supermodified dance 2
Tilt,Headstrong,60132512,T02: 02 (60086107 0:00 - 6:20),0.0,Balance 003,V,ZZ1325,Alternately labelled supermodified dance 2
"Salt, chris",Atmospheric graffiti,60132513,T02: 11 (60086211 5:10 to end),0.0,Balance 006,V,ZZ1325,Alternately labelled supermodified dance 2
Evolution,Walking on fire (& jayn hanna),60132514,T02: 07,1.0,"Cattaneo, hernan","Cattaneo, hernan, perfecto presents, south america",ZZ1325,Alternately labelled supermodified dance 2
Another fine day,Lazy daisy,60146501,T02 (60143109 - trimmed front & end),0.0,Another fine day,Life before land,ZZZ1456,"Best of Set 11,12 chillout"
Polished chrome,Rosebud,60146502,T06 (60119802),0.0,"Super session 2.27, demo",V,ZZZ1456,"Best of Set 11,12 chillout"
Jagwar ma,Ordinary,60146503,T05 (60136103),0.0,Jagwar ma,Every now & then,ZZZ1456,"Best of Set 11,12 chillout"
"Lemon jelly / Natural, the / Bent",Come / Playing to win / Private road,60146504,"T01: 16,17,18 (60119709 trk 18 only)",0.0,"MOS chillout sessions 2, the",V,ZZZ1456,"Best of Set 11,12 chillout"
Endorphin,Touch,60146505,T09 (60119909),0.0,Endorphin,Soon after silence,ZZZ1456,"Best of Set 11,12 chillout"
"Hunter, rodney",Definition part 2 (& l'enfant terrible),60146506,T01: 09 (60120208 trimmed front & end),0.0,Serve chilled 2008,V,ZZZ1456,"Best of Set 11,12 chillout"
Wagon christ,Introfunktion,60146507,T01 (60142415),0.0,Wagon christ,Toomorrow,ZZZ1456,"Best of Set 11,12 chillout"
39 vybes,Sometimes lonely (& groove armada & rachel brown),60146508,T01: 14 (60142613),0.0,Winter chill 06.02,V,ZZZ1456,"Best of Set 11,12 chillout"
Kings of tomorrow,No te vaya,60146509,T14 (subtrk 2 of 3) (60142707),0.0,Kings of tomorrow,Trouble,ZZZ1456,"Best of Set 11,12 chillout"
Bart & baker,What can I do for you (nicola conte radio remix),60146510,T02: 13 (60143113),0.0,Buddha bar 17,V,ZZZ1456,"Best of Set 11,12 chillout"
Unknown,"Butter mix 005, 3 of 4",60146511,T03 (35:50 - 43:12) (60145711 cut after 3:20),0.0,"Butter mix 005, deadly sins",V,ZZZ1456,"Best of Set 11,12 chillout"
Ganga,Carry you home (& nikolaj grandjean) (thor & ravin rebirth remix),60146512,T01: 05 (60143114),0.0,Buddha bar 16,V,ZZZ1456,"Best of Set 11,12 chillout"
Moby,Sunday (the day before my birthday),60146513,T01: 15 (60143206),0.0,Winter chill 06.02,V,ZZZ1456,"Best of Set 11,12 chillout"
Jagwar ma,Colours of paradise,60146514,T11 (60142804),0.0,Jagwar ma,Every now & then,ZZZ1456,"Best of Set 11,12 chillout"
Rebeat,If you go away (& shirley bassey),60146515,T02: 09 (60143011),0.0,Buddha bar 16,V,ZZZ1456,"Best of Set 11,12 chillout"
"Alizadeh, akshin",Deep inside,60146516,T01: 11 (60143301),0.0,Buddha bar 16,V,ZZZ1456,"Best of Set 11,12 chillout"
"Sawhney, nitin",Eastern eyes,60146517,T02 (60119508 start trimmed),0.0,"Sawhney, nitin",Human,ZZZ1456,"Best of Set 11,12 chillout"
Chaz jankel,Glad to know you (todd terje mix),60146601,T02: 13 (60121406),0.0,Serve chilled 2008,V,Z1466,DNC Car CD 31
Unknown,Butter sessions 046 cd 1 trk 5,60146602,T01: 05 (47:45 - 62:31) (60146103 - 3:30 - 8:13 only),0.0,"Butter sessions, butter mix 046, turner street sound",V,Z1466,DNC Car CD 31
Unknown,"Unknown, cd 1 trk 9c",60146603,T01: 11 (actually 1:09C: 20:36 - end) (60120706 - 5:15 - end),0.0,Djmag free downloads 20150920,V,Z1466,DNC Car CD 31
Inner city,Secrets of the mind,60146604,T10 (60120813),0.0,Inner city,Paradise,Z1466,DNC Car CD 31
Full intention,Everybody loves the sunshine (samir masio mix),60146605,T02: 14 (60120904),0.0,Beach house (2014),V,Z1466,DNC Car CD 31
"Jacksons, the",Show you the way to go,60146606,T01: 07 (60143801),0.0,Dance classics 11&12,V,Z1466,DNC Car CD 31
Bangbang,Do tell,60146607,T01 (60142408),0.0,Bangbang,Do tell (ep),Z1466,DNC Car CD 31
"Mannino, anthony",It's jazzy (& presents syncopation),60146608,T01: 02 (60144710 - 1:32 - end only),0.0,20 years of henry street music,V,Z1466,DNC Car CD 31
Dylan rhymes,Salty,60146609,T02: 04 (60145705),0.0,Onelove 2,V,Z1466,DNC Car CD 31
La mix,Don't stop jammin (brutal mix),60146610,T12: 04 (60120614),0.0,"History of the house sound of chicago, the",V,Z1466,DNC Car CD 31
"Little big band, the",Pressure (lewis ferrier mix),60146611,T02: 07 (60123704),0.0,Beach house (2014),V,Z1466,DNC Car CD 31
Jason hates jazz,Pray for love (chus & penn vocal mix),60146612,T01: 02 (1-01: 1:45 - end 1-02: all) (60144804 - 3:16 - end only),0.0,MOS housexy summer 07,V,Z1466,DNC Car CD 31
Wilkinson / Culture shock / June miller / Stealth & stylus / Kove / Eastcolors / Wilkinson / Major lazer,"Redemption / Piano dark / Misfits (& nympho) / Homage, back to you / Searching / Toys / Afterglow / Get free (& ft amber coffman (andy c mix)",60146613,"T01: 22,23,24,25,26,27,28,29 (60122002 - 10:33 - 14:33 only)",0.0,"Andy c, nightlife 6",V,Z1466,DNC Car CD 31
"Young, paul",Come back & stay (extended version),60146614,T02: 05,,"Back to the 80s 1, the long versions",V,Z1466,DNC Car CD 31
Chaka khan,Eye to eye (extended version),60146615,T02: 09,,Grand 12 inches 15,V,Z1466,DNC Car CD 31
Manuel tur / Overstreet /  Moonbootica,Ain't no / Lose yourself (atfc mix) / Bulldog beats,60146701,"T04,05,06 (60144812 - 4:10 - 10:30 only)",0.0,"Fair, luke, bedrock os 0.3",V,Z1467,DNC Car CD 31
"Osborne, jeffrey",You can't be serious,60146702,T06 (60134907),0.0,"Osborne, jeffrey",Don't stop,Z1467,DNC Car CD 31
"Bucketheads, the",I wanna know (& presents kenny dope),60146703,T02: 04 (60145612 - 0 - 4:15 only),0.0,20 years of henry street music,V,Z1467,DNC Car CD 31
Change,Change of heart,60146704,T02: 01 (60123411),0.0,12 inch 80s grooves,V,Z1467,DNC Car CD 31
Take that,Could it be magic,60146705,T02: 02 (60122403),0.0,"Nights in heaven, the party anthems",V,Z1467,DNC Car CD 31
Inner city,Do you love what you feel,60146706,T06 (60123806),0.0,Inner city,Paradise,Z1467,DNC Car CD 31
Cerrone,Supernature 88,60146707,T11: 04 (60122405),0.0,"History of the house sound of chicago, the",V,Z1467,DNC Car CD 31
Modjo,What i mean (mood ii swing vocal dub remix),60146708,T01: 04 (60145806),0.0,Dusk at bondi beach,V,Z1467,DNC Car CD 31
Voila / Billie,Little girl (masters at work ritual mix) / It comes back around,60146709,"T10,11 (60121810 - 0 - 3:50 only)",0.0,"Nervous, soulful house experience, the",V,Z1467,DNC Car CD 31
Rivers,Soft (dani zavera mix),60146710,T02: 15 ( 60145811 - 0 - 4:49 only)),0.0,Buddha bar 18,V,Z1467,DNC Car CD 31
"Bucketheads, the","Bomb, these sounds fall into my mind, the (& presents kenny dope)",60146711,T01: 04 (4:41 - 11:10) (60145407),0.0,20 years of henry street music,V,Z1467,DNC Car CD 31
Namy,Not this time (& kathy brown) (director's cut classic mix),60146712,T01: 03 (60122506),0.0,Beach house (2014),V,Z1467,DNC Car CD 31
"Horne, jimmy bo",Dance across the floor,60146713,T02: 08 (60146106),0.0,Dance classics 5&6,V,Z1467,DNC Car CD 31
"Wilkinson / Sub focus, logistics / Commix","Casino / Out of the blue (& alice gold), together vip / Be true",60146714,"T03: 35,36,37 (35 (1:30 to end)) (60121409 - 6:02 - end only)",0.0,"Andy c, nightlife 6",V,Z1467,DNC Car CD 31
"Albertracks / Pride, the (et al) / Dj andre",We can fly / Paradise / Singing after dark,60146715,"T06,07,08 (60122801 - 0 -2:57 only)",0.0,"Nervous, soulful house experience, the",V,Z1467,DNC Car CD 31
Themroc / Dj pierre / Dirty beatniks,"Into the light (west london deep remix) / Wet dreams (xpress 2 self abuse mix) / Whores, freaks, saints and angels (yellow sox dub mix)",60146716,"T02: 08,09,10 (60146310 - 1:40 - 5:30 only)",0.0,"Off the wall, 10 years of wall of sound",V,Z1467,DNC Car CD 31
"Nightmares on wax, back to mine",V,60146901,T01 (whole mixed cd),0.0,"Nightmares on wax, back to mine",V,Z1469,"Back to mine, nightmares on wax (mixed)"
Cocteau twins,Pink orange red,60149001,T01,0.0,Cocteau twins,Echoes in a shallow bay/ tiny dynamite,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Pale clouded white,60149002,T02: 07,0.0,Cocteau twins,Lullabies to violaine 1,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,My truth,60149003,T07,0.0,Cocteau twins,4 calender cafe,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Squeeze wax,60149004,T06,0.0,Cocteau twins,4 calender cafe,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Pandora,60149005,T05,0.0,Cocteau twins,Treasure,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Donimo,60149006,T10,0.0,Cocteau twins,Treasure,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Kookaburra,60149007,T02,0.0,Cocteau twins,Aikea guinea (ep),ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Five ten fiftyfold,60149008,T02,0.0,Cocteau twins,Head over heels,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Athol brose,60149009,T02,0.0,Cocteau twins,Blue bell knoll,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,"Itchy glowbo blow, the",60149010,T05,0.0,Cocteau twins,Blue bell knoll,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Love's easy tears,60149011,T01,0.0,Cocteau twins,Love's easy tears (ep),ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Sigh's smell of farewell,60149012,T03,0.0,Cocteau twins,Love's easy tears (ep),ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Whales tails,60149013,T04,0.0,Cocteau twins,Victorialand,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,How to bring a blush to the snow,60149014,T08,0.0,Cocteau twins,Victorialand,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Serpinskir,60149015,T02,0.0,Cocteau twins,Milk & kisses,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Pearly dewdrops drops,60149016,T05,0.0,Cocteau twins,Pink opaque,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Aikea guinea,60149017,T07,0.0,Cocteau twins,Pink opaque,ZZZZ99901,Cocteau twins - GC's favourites
Cocteau twins,Love's easy tears,60149018,T02: 09,0.0,Cocteau twins,Lullabies to violaine 1,ZZZZ99901,Cocteau twins - GC's favourites
Dead can dance,Anywhere out of the world,60149201,T01,0.0,Dead can dance,Within the realm of a dying sun,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,In the kingdom of the blind the one eyed are kings,60149202,T14,0.0,Dead can dance,"Passage in time, a",ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Windfall,60149203,T02,0.0,Dead can dance,Within the realm of a dying sun,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Dawn of the iconoclast,60149204,T05,0.0,Dead can dance,Within the realm of a dying sun,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Cantara,60149205,T06,0.0,Dead can dance,Within the realm of a dying sun,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Summoning the muse,60149206,T07,0.0,Dead can dance,Within the realm of a dying sun,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Persephone,60149207,T08,0.0,Dead can dance,Within the realm of a dying sun,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Ullyses,60149208,T03,0.0,Dead can dance,"Passage in time, a",ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,"Host of seraphim, the",60149209,T08,0.0,Dead can dance,"Passage in time, a",ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Song of the dispossessed,60149210,T04,0.0,Dead can dance,Spiritchaser,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Fortune presents gifts not according to the book,60149211,T05,0.0,Dead can dance,Aion,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,Anastasis,60149212,T02,0.0,Dead can dance,Anastasis,ZZZZ99903,Dead can dance - GC's favourites
Dead can dance,All in good time,60149213,T08,0.0,Dead can dance,Anastasis,ZZZZ99903,Dead can dance - GC's favourites
Nightmares on wax,Dread overboard,60149301,T02,0.0,Nightmares on wax,Smoker's delight,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,70s80s,60149302,T01: 08,0.0,"Chillout classics, the ultimate album",V,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Moretime,60149303,T06,0.0,Nightmares on wax,Thought so,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,195 lbs,60149304,T02,0.0,Nightmares on wax,Thought so,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Be there,60149305,T03,0.0,Nightmares on wax,Thought so,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Stars,60149306,T01: 04,0.0,Headz,V,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Happiness,60149307,T06,0.0,Tequila slammers & the jump jump groove generation,V,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Nights interlude,60149308,T02: 12 (W0803 II-12),0.0,Futurefunk,V,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Tha journey,60149309,T09,0.0,Nightmares on wax,Smoker's delight,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Morse,60149310,T02,0.0,Nightmares on wax,Carboot soul,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Argha,60149311,T07,0.0,Nightmares on wax,Carboot soul,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Survival,60149312,T09,0.0,Nightmares on wax,Carboot soul,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Finer,60149313,T05,0.0,Nightmares on wax,Carboot soul,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Nightmares on wax,Fire in the middle,60149314,T08,0.0,Nightmares on wax,Carboot soul,ZZZZ99904,Nightmares on wax - GC's favourites to 2016-03-06
Blackbeard,Nough,60149401,T07,0.0,Blackbeard,I wah dub,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
Dub syndicate,Sound clash (dub),60149402,T06,0.0,Dub syndicate,Overdubbed,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Tamins, the",Baltimore,60149403,T17,0.0,Nice & ruff,V,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Congos, the",Fisherman,60149404,T01,0.0,"Congos, the",Heart of the congos,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Perry, lee scratch",Jungle,60149405,T09,0.0,"Perry, lee scratch",Time boom & de devil dead,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
Massive attack,Bumper ball dub,60149406,T02,0.0,Massive attack,No protection,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
Israel vibration,"Same song, the (extended)",60149407,T12,0.0,Israel vibration,Same song,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Pidow, ras",Dub overdue,60149408,T02: 05,0.0,Dub for daze 1,V,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Perry, lee scratch",His master's voice (& adrian sherwood),60149409,T01 (skip intro),0.0,"Perry, lee scratch",Dub setter (& adrian sherwood),ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Perry, lee scratch",Vibrate on,60149410,T04,0.0,"Perry, lee scratch",From the secret laboratory,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
"Issacs, gregory",Nigger,60149411,T07,0.0,"Issacs, gregory",Slum in dub,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
New age steppers,Private armies,60149412,T08,0.0,New age steppers,New age steppers,ZZZZ99905,Reggae-dub GC favourites 2019-02-21
Wagner,Prelude to tristan & isolde (16:47),60149501,T05,1.0,Wagner,"Preludes, liebestod, idyll",ZZZZ99906,Penultimate soundscapes
"Roach, steve",At the edge of the inbetween (anima revisited),60149502,T03,1.0,Endless 2,V,ZZZZ99906,Penultimate soundscapes
"Rich, robert",Sunspot cycle,60149503,T09,1.0,Endless 2,V,ZZZZ99906,Penultimate soundscapes
Future sound of London,Cascade pts 2 & 3,60149504,T02: 09,1.0,Ambient (virgin) 3,V,ZZZZ99906,Penultimate soundscapes
"Roach, steve",Cavity of liquids,60149505,T01,1.0,"Roach, steve","Terraform (& loren nerell), projekt presents",ZZZZ99906,Penultimate soundscapes
Burning spear,"Social living, living dub",60149701,T01,1.0,Burning spear,"Social living, living dub",ZZZZ99908,"Burning spear, Social living, living dub"
Uusitalo,Bedroom selection / Creating undo for kids,60149801,"T03,04",0.0,Uusitalo,Vapaa muurari live,ZZZZ99909,"Uusitalo, Vapaa muurari live (trks 3-14)"
Uusitalo,Prostitute / Ones groove,60149802,"T05,06",0.0,Uusitalo,Vapaa muurari live,ZZZZ99909,"Uusitalo, Vapaa muurari live (trks 3-14)"
Uusitalo,Social selection,60149803,T07,0.0,Uusitalo,Vapaa muurari live,ZZZZ99909,"Uusitalo, Vapaa muurari live (trks 3-14)"
Uusitalo,Dutchwallpaper / News selection / Between kate & naomi / Everything's an object,60149804,"T08,09,10,11",0.0,Uusitalo,Vapaa muurari live,ZZZZ99909,"Uusitalo, Vapaa muurari live (trks 3-14)"
